title,text
Городок (К***),"В ней место получил,"
Городок (К***),Чей в аде свист веселый
Городок (К***),"Поэтов раздражил,"
Городок (К***),Как в юношески леты
Городок (К***),В волнах туманной Леты
Городок (К***),Их гуртом потопил;
Городок (К***),"И ты, замысловатый"
Городок (К***),В картинах толь богатый
Городок (К***),И вкуса образец;
Городок (К***),Который Мельпомепы
Городок (К***),Котурны и кинжал
Городок (К***),Игривой Талье дал!
Городок (К***),"Чья кисть мне нарисует,"
Городок (К***),Чья кисть скомпаиирует
Городок (К***),Такой оригинал!
Городок (К***),Подщипа слезы льет;
Городок (К***),"Здесь князь дрожит под лавкой,"
Городок (К***),Там дремлет весь совет;
Городок (К***),В трагическом смятенье
Городок (К***),"Плененные цари,"
Городок (К***),"Забыв войну, сраженья,"
Городок (К***),Играют в кубари&#8230;
Городок (К***),"Но назову ль детину,"
Городок (К***),Что доброю порой
Городок (К***),Тетради половину
Городок (К***),Наполнил лишь собой!
Городок (К***),"О ты, высот Парнаса"
Городок (К***),Боярин небольшой7
Городок (К***),Но пылкого Пегаса
Городок (К***),Наездник удалой!
Городок (К***),"Намаранные оды,"
Городок (К***),"Убранство чердаков,"
Городок (К***),Гласят из рода в роды:
Городок (К***),"Твой дар ценить умею,"
Городок (К***),"Хоть, право, не знаток;"
Городок (К***),Но здесь тебе не смею
Городок (К***),Хвалы сплетать венок:
Городок (К***),Свистовским должно слогом
Городок (К***),Свистова воспевать;
Городок (К***),"Но, убирайся с богом,"
Городок (К***),"Как ты, в том клясться рад,"
Городок (К***),Не стану я писать.
Городок (К***),"О вы, в моей пустыне"
Городок (К***),Любимые творцы!
Городок (К***),Займите же отныне
Городок (К***),Беспечности часы.
Городок (К***),"Мой друг! весь день я с ними,"
Городок (К***),"То в думу углублен,"
Городок (К***),То мыслями своими
Городок (К***),В Элизий пренесен.
Городок (К***),Когда же на закате
Городок (К***),Последний луч зари
Городок (К***),"Потонет в ярком злате,"
Городок (К***),И светлые цари
Городок (К***),Смеркающейся ночи
Городок (К***),"Плывут по небесам,"
Городок (К***),"И тихо дремлют рощи,"
Городок (К***),"И шорох по лесам,"
Городок (К***),Мой гений невидимкой
Городок (К***),Летает надо мной;
Городок (К***),И я в тиши ночной
Городок (К***),Сливаю голос свой
Городок (К***),С пастушьего волынкой.
Городок (К***),"Ах! счастлив, счастлив тот,"
Городок (К***),Кто лиру в дар от Феба
Городок (К***),Во цвете дней возьмет!
Городок (К***),"Как смелый житель неба,"
Городок (К***),"Он к солнцу воспарит,"
Городок (К***),"Превыше смертных станет,"
Городок (К***),И слава громко грянет:
Городок (К***),«Бессмертен ввек пиит!»
Городок (К***),"Но ею мне ль гордиться,"
Городок (К***),Но мне ль бессмертьем льститься?..
Городок (К***),"До слез я спорить рад,"
Городок (К***),"Не быось лишь об заклад,"
Городок (К***),"Как знать, и мне, быть может,"
Городок (К***),Печать свою наложит
Городок (К***),Небесный Аполлон;
Городок (К***),"Сияя горним светом,"
Городок (К***),Бестрепетным полетом
Городок (К***),Взлечу на Геликон.
Городок (К***),Не весь я предай тленыо;
Городок (К***),"С моей, быть может, тенью"
Городок (К***),Полунощной порой
Городок (К***),"Сын Феба молодой,"
Городок (К***),"Мой правнук просвещенный,"
Городок (К***),Беседовать придет
Городок (К***),И мною вдохновенный
Городок (К***),На лире воздохнет.
Городок (К***),"Покамест, друг, бесценный,"
Городок (К***),"Камином освещенный,"
Городок (К***),Сижу я под окном
Городок (К***),"С бумагой и с пером,"
Городок (К***),"Не слава предо мною,"
Городок (К***),Но дружбою одною
Городок (К***),Я ныне вдохновен.
Городок (К***),"Мой друг, я счастлив ею."
Городок (К***),"Почто ж ее сестрой,"
Городок (К***),Любовию младой
Городок (К***),Напрасно пламенею?
Городок (К***),Иль юности златой
Городок (К***),"Вотще даны мне розы,"
Городок (К***),И лить навеки слезы
Городок (К***),"В юдоли, где расцвел"
Городок (К***),Мой горестный удел?..
Городок (К***),"Певца сопутник милый,"
Городок (К***),Мечтанье легкокрыло!
Городок (К***),"О, будь же ты со мной,"
Городок (К***),Дай руку сладострастью
Городок (К***),И с чашей круговой
Городок (К***),Веди меня ко счастью
Городок (К***),Забвения тропой;
Городок (К***),"И в час безмолвной ночи,"
Городок (К***),Когда ленивый мак
Городок (К***),"Покроет томны очи,"
Городок (К***),На ветреных крылах
Городок (К***),"Примчись в мой домик тесный,"
Городок (К***),Тихонько постучись
Городок (К***),И в тишине прелестной
Городок (К***),С любимцем обнимись!
Городок (К***),Мечта! в волшебной сени
Городок (К***),"Мне милую яви,"
Городок (К***),"Мой свет, мой добрый гений,"
Городок (К***),"Предмет моей любви,"
Городок (К***),"И блеск очей небесный,"
Городок (К***),"Лиющих огнь в сердца,"
Городок (К***),"И граций стан прелестный,"
Городок (К***),И снег ее лица;
Городок (К***),"Представь, что, на коленях"
Городок (К***),"Покоясь у меня,"
Городок (К***),В порывистых томлепьях
Городок (К***),Склонилася она
Городок (К***),"Ко груди грудыо страстной,"
Городок (К***),"Устами на устах,"
Городок (К***),"Горит лицо прекрасной,"
Городок (К***),И слезы на глазах!..
Городок (К***),Почто стрелой незримой
Городок (К***),Уже летишь ты вдаль?
Городок (К***),Беглец невозвратимый!
Городок (К***),"Не слышит плач и стон,"
Городок (К***),И где крылатый сои?
Городок (К***),"Исчезнет обольститель,"
Городок (К***),И в сердце грусть-мучитель.
Городок (К***),"Но все ли, милый друг,"
Городок (К***),Быть счастья в упоенье?
Городок (К***),И в грусти томный дух
Городок (К***),Находит наслажденье:
Городок (К***),Люблю я в летний день
Городок (К***),"Бродить один с тоскою,"
Городок (К***),Встречать вечершо тень
Городок (К***),Над тихою рекою
Городок (К***),И с сладостной слезою
Городок (К***),В даль сумрачиу смотреть;
Городок (К***),Под ясным небосклоном
Городок (К***),"Близ озера сидеть,"
Городок (К***),"Где лебедь белоснежный,"
Городок (К***),"Оставя злак прибрежный,"
Городок (К***),"Любви и неги полн,"
Городок (К***),"С подругою своею,"
Городок (К***),"Закинув гордо шею,"
Городок (К***),Плывет во злате волн.
Городок (К***),"Или, для развлеченья,"
Городок (К***),"Оставя книг ученье,"
Городок (К***),В досужный мне часок
Городок (К***),У добренькой старушки
Городок (К***),"Душистый пью чаек,"
Городок (К***),"Не подхожу я к ручке,"
Городок (К***),Не шаркаю пред ней;
Городок (К***),"Она не приседает,"
Городок (К***),Но тотчас и вестей
Городок (К***),Мне пропасть наболтает.
Городок (К***),Газеты собирает
Городок (К***),"Со всех она сторон,"
Городок (К***),"Все сведает, узнает:"
Городок (К***),"Кто умер, кто влюблен,"
Городок (К***),Кого жена по моде
Городок (К***),"Рогами убрала,"
Городок (К***),В котором огороде
Городок (К***),"Капуста цвет дала,"
Городок (К***),Фома свою хозяйку
Городок (К***),"Не за что наказал,"
Городок (К***),"Антошка балалайку,"
Городок (К***),"Играя, разломал,—"
Городок (К***),Старушка все расскажет;
Городок (К***),"Меж тем как юбку вяжет,"
Городок (К***),Болтает все свое;
Городок (К***),А я сижу смиренно
Городок (К***),"В мечтаньях углубленный,"
Городок (К***),Не слушая ее.
Городок (К***),На рифмы удалого
Городок (К***),Так некогда Свистова<sup>9</sup>
Городок (К***),В столице я внимал
Городок (К***),Когда свои творенья
Городок (К***),"Он с жаром мне читал,"
Городок (К***),"Ах! видно, бог пытал"
Городок (К***),Тогда мое терпенье!
Городок (К***),"Иль добрый мой сосед,"
Городок (К***),"Семидесяти лет,"
Городок (К***),Уволенный от службы
Городок (К***),"Майором отставным,"
Городок (К***),Зовет меня из дружбы
Городок (К***),Хлеб-соль откушать с ним.
Городок (К***),Вечернею пирушкой
Городок (К***),"Старик, развеселясь,"
Городок (К***),За дедовскою кружкой
Городок (К***),"В прошедшем углубясь,"
Городок (К***),С очаковской медалью
Городок (К***),"На раненой груди,"
Городок (К***),"Воспомнит ту баталыо,"
Городок (К***),Где роты впереди
Городок (К***),"Летел па встречу славы,"
Городок (К***),Но встретился с ядром
Городок (К***),И пал на дол кровавый
Городок (К***),С булатным палашом.
Городок (К***),Всегда я рад душою
Городок (К***),"С ним время провождать,"
Городок (К***),"Но, боже, виноват!"
Городок (К***),"Я каюсь пред тобою,"
Городок (К***),"Служителей твоих,"
Городок (К***),Попов я городских
Городок (К***),"Боюсь, боюсь беседы,"
Городок (К***),И свадебны обеды
Городок (К***),"Затем лишь не терплю,"
Городок (К***),"Что сельских иереев,"
Городок (К***),"Как папа иудеев,"
Городок (К***),"Я вовсе не люблю,"
Городок (К***),А с ними крючковатый
Городок (К***),"Подьяческий народ,"
Городок (К***),Лишь взятками богатый
Городок (К***),И ябеды оплот.
Городок (К***),"Но, друг мой, если вскоре"
Городок (К***),"Увижусь я с тобой,"
Городок (К***),То мы уходим горе
Городок (К***),За чашей круговой;
Городок (К***),"Тогда, клянусь богами,"
Городок (К***),(И слово уж сдержу)
Городок (К***),Я с сельскими попами
Городок (К***),Молебен отслужу.
Кн. М. А. Голицыной,Давно об ней воспоминанье
Кн. М. А. Голицыной,"Ношу в сердечной глубине,"
Кн. М. А. Голицыной,Ее минутное вниманье
Кн. М. А. Голицыной,Отрадой долго было мне.
Кн. М. А. Голицыной,"Твердил я стих обвороженный,"
Кн. М. А. Голицыной,"Мой стих, унынья звук живой,"
Кн. М. А. Голицыной,"Так мило ею повторенный,"
Кн. М. А. Голицыной,Замеченный ее душой.
Кн. М. А. Голицыной,Вновь лире слез и тайной муки
Кн. М. А. Голицыной,И ныне ей передала
Кн. М. А. Голицыной,Свои пленительные звуки&#8230;
Кн. М. А. Голицыной,Довольно! в гордости моей
Кн. М. А. Голицыной,Я мыслить буду с умиленьем?
Кн. М. А. Голицыной,"А может быть, и вдохновеньем."
Демон,"В те дни, когда мне были новы"
Демон,"И взоры, дев, и шум дубровы,"
Демон,"И ночью пенье соловья,—"
Демон,"Когда возвышенные чувства,"
Демон,"Свобода, слава и любовь"
Демон,И вдохновенные искусства
Демон,"Так сильно волновали кровь,"
Демон,Часы надежд и наслаждений
Демон,"Тоской внезапной осеня,"
Демон,Тогда какой-то злобный гений
Демон,Стал тайно навещать меня.
Демон,Печальны были наши встречи:
Демон,"Его улыбка, чудный взгляд,"
Демон,Его язвительные речи
Демон,Вливали в душу хладный яд.
Демон,Неистощимой клеветою
Демон,Он провиденье искушал;
Демон,Он звал прекрасное мечтою;
Демон,Он вдохновенье презирал;
Демон,"Не верил он любви, свободе;"
Демон,И ничего во всей природе
Демон,Благословить он не хотел.
К портрету Жуковского,Его стихов пленительная сладость
К портрету Жуковского,"Пройдет веков завистливую даль,"
К портрету Жуковского,"И, внемля им, вздохнет о славе младость,;"
К портрету Жуковского,Утешится безмолвная печаль
К портрету Жуковского,И резвая задумается радость.
"Полу-милорд, полу-купец…","Полу-милорд, полу-купец,"
"Полу-милорд, полу-купец…","Полу-мудрец, полу-невежда,"
"Полу-милорд, полу-купец…","Полу-подлец, но есть надежда,"
"Известно буди всем, кто только ходит к нам…","Известно буди всем, кто только ходит к нам:"
"Известно буди всем, кто только ходит к нам…","Ногами не топтать парчового дивана,"
"Известно буди всем, кто только ходит к нам…",Который получил мой праотец Фатам
"Известно буди всем, кто только ходит к нам…",В дар от персидского султана
Песни западных славян. 9 Бонапарт и черногорцы,Бонапарте вопросил.—
Песни западных славян. 9 Бонапарт и черногорцы,"Правда ль: это племя злое,"
Песни западных славян. 9 Бонапарт и черногорцы,Не боится наших сил?
Песни западных славян. 9 Бонапарт и черногорцы,Так раскаятся ж нахалы:
Песни западных славян. 9 Бонапарт и черногорцы,"Объявить их старшинам,"
Песни западных славян. 9 Бонапарт и черногорцы,Чтобы ружья и кинжалы
Песни западных славян. 9 Бонапарт и черногорцы,Все несли к моим ногам».
Песни западных славян. 9 Бонапарт и черногорцы,Вот он шлет на нас пехоту
Песни западных славян. 9 Бонапарт и черногорцы,"С сотней пушек и мортир,"
Песни западных славян. 9 Бонапарт и черногорцы,"И своих мамлюков роту,"
Песни западных славян. 9 Бонапарт и черногорцы,И косматых кирасир.
Песни западных славян. 9 Бонапарт и черногорцы,"Нам сдаваться нет охоты,—"
Песни западных славян. 9 Бонапарт и черногорцы,Черногорцы таковы!
Песни западных славян. 9 Бонапарт и черногорцы,Для коней и для пехоты
Песни западных славян. 9 Бонапарт и черногорцы,Камни есть у пас и рвы&#8230;
Песни западных славян. 9 Бонапарт и черногорцы,Мы засели в наши норы
Песни западных славян. 9 Бонапарт и черногорцы,"И гостей незваных ждем,—"
Песни западных славян. 9 Бонапарт и черногорцы,"Вот они вступили в горы,"
Песни западных славян. 9 Бонапарт и черногорцы,Истребляя все кругом.
Песни западных славян. 9 Бонапарт и черногорцы,Идут тесно под скалами.
Песни западных славян. 9 Бонапарт и черногорцы,Вдруг смятение!.. Глядят:
Песни западных славян. 9 Бонапарт и черногорцы,У себя над головами
Песни западных славян. 9 Бонапарт и черногорцы,Красных шапок видят ряд.
Песни западных славян. 9 Бонапарт и черногорцы,«Стой! пали! Пусть каждый сбросит
Песни западных славян. 9 Бонапарт и черногорцы,Черногорца одного.
Песни западных славян. 9 Бонапарт и черногорцы,Здесь пощады враг не просит:
Песни западных славян. 9 Бонапарт и черногорцы,Не щадите ж никого!»
Песни западных славян. 9 Бонапарт и черногорцы,"Ружья грянули,— упали"
Песни западных славян. 9 Бонапарт и черногорцы,Шапки красные с шестов:
Песни западных славян. 9 Бонапарт и черногорцы,"Мы под ними ниц лежали,"
Песни западных славян. 9 Бонапарт и черногорцы,Притаясь между кустов.
Песни западных славян. 9 Бонапарт и черногорцы,Дружным залпом отвечали
Песни западных славян. 9 Бонапарт и черногорцы,"Удивясь, они сказали,—"
Песни западных славян. 9 Бонапарт и черногорцы,"Эхо, что ли?» Нет, пе то!"
Песни западных славян. 9 Бонапарт и черногорцы,Их полковник повалился.
Песни западных славян. 9 Бонапарт и черногорцы,С ним сто двадцать человек.
Песни западных славян. 9 Бонапарт и черногорцы,"Весь отряд его смутился,"
Песни западных славян. 9 Бонапарт и черногорцы,"Кто, как мог, пустился в бег."
Песни западных славян. 9 Бонапарт и черногорцы,И французы ненавидят
Песни западных славян. 9 Бонапарт и черногорцы,С той поры наш вольный край
Песни западных славян. 9 Бонапарт и черногорцы,"И краснеют, коль завидят"
Песни западных славян. 9 Бонапарт и черногорцы,Шапку нашу невзначай.
"В беспечных радостях, в живом очарованье…","В беспечных радостях, в живом очарованье,"
"В беспечных радостях, в живом очарованье…","О дни весны моей, вы скоро утекли."
"В беспечных радостях, в живом очарованье…",Теките медленней в моем воспоминанье.
"Нe видала ль, девица…",Коня моего?
"Нe видала ль, девица…",Коня твоего.
"Нe видала ль, девица…",Мой конь побежал?
"Нe видала ль, девица…",На Дунай реку.
"Нe видала ль, девица…",Бежа твой конь
"Нe видала ль, девица…","Тебя проклинал,"
"Нe видала ль, девица…",Тебя проклинал
Из письма к Соболевскому,"Во-первых, запасись вином, ибо порядочного нигде не найдешь. Потом"
Из письма к Соболевскому,(На голос: «Шил да был петух индейский»)
Из письма к Соболевскому,У Гальяни иль Кольони
Из письма к Соболевскому,Закажи себе в Твери
Из письма к Соболевскому,"С пармазаном макарони,"
Из письма к Соболевскому,Да яишницу свари.
Из письма к Соболевскому,На досуге отобедай
Из письма к Соболевскому,"У Пожарского в Торжке,"
Из письма к Соболевскому,Жареных котлет отведай (именно котлет)
Из письма к Соболевскому,И отправься налегке.
Из письма к Соболевскому,Как до Яжельбиц дотащит
Из письма к Соболевскому,"Колымагу мужичок,"
Из письма к Соболевскому,То-то друг мой растаращит
Из письма к Соболевскому,Сладострастный свой глазок!
Из письма к Соболевскому,Поднесут тебе форели!
Из письма к Соболевскому,"Тотчас их варить вели,"
Из письма к Соболевскому,Влей в уху стакан шабли.
Из письма к Соболевскому,"Чтоб уха была по сердцу,"
Из письма к Соболевскому,Можно будет в кипяток
Из письма к Соболевскому,"Положить немного перцу,"
Из письма к Соболевскому,Луку маленький кусок.
Из письма к Соболевскому,У податливых крестьянок
Из письма к Соболевскому,(Чем и славится Валдай)
Из письма к Соболевскому,К чаю накупи баранок
Из письма к Соболевскому,И скорее поезжай.
Из письма к Соболевскому,"На каждой станции советую из коляски выбрасывать пустую бутылку; таким образом, ты будешь иметь от скуки какое-нибудь занятие."
В поле чистом серебрится…,В поле чистом серебрится
В поле чистом серебрится…,"Снег волнистый и рябой,"
В поле чистом серебрится…,"Светит месяц, тройка мчится"
В поле чистом серебрится…,По дороге столбовой.
В поле чистом серебрится…,"Пой! в часы дорожной скуки,"
В поле чистом серебрится…,"На дороге, в тьме ночной"
В поле чистом серебрится…,Сладки мне родные звуки
В поле чистом серебрится…,Звонкой песни удалой.
В поле чистом серебрится…,"Пой, ямщик! Я молча, жадно"
В поле чистом серебрится…,Буду слушать голос твой.
В поле чистом серебрится…,"Месяц ясный светит хладно,"
В поле чистом серебрится…,Грустен ветра дальный вой.
В поле чистом серебрится…,"Пой: «Лучинушка, лучина,"
В поле чистом серебрится…,Что же не светло горишь?»
Генералу Пущину,"В дыму, в крови, сквозь тучи стрел"
Генералу Пущину,Теперь твоя дорога;
Генералу Пущину,"Но ты предвидишь свой удел,"
Генералу Пущину,Грядущий наш Квирога! 
Генералу Пущину,"И скоро, скоро смолкнет брань"
Генералу Пущину,"Средь рабского народа,"
Генералу Пущину,Ты молоток возьмешь во длань
Генералу Пущину,И воззовешь: свобода!
Генералу Пущину,"Хвалю тебя, о верный брат!"
Генералу Пущину,О каменщик почтенный!
Генералу Пущину,"О Кишинев, о темный град!"
Генералу Пущину,"Ликуй, им просвещенный!"
К *** (Я помню чудное мгновенье…),Я помню чудное мгновенье:
К *** (Я помню чудное мгновенье…),"Передо мной явилась ты,"
К *** (Я помню чудное мгновенье…),"Как мимолетное виденье,"
К *** (Я помню чудное мгновенье…),Как гений чистой красоты.
К *** (Я помню чудное мгновенье…),"В томленьях грусти безнадежной,"
К *** (Я помню чудное мгновенье…),"В тревогах шумной суеты,"
К *** (Я помню чудное мгновенье…),Звучал мне долго голос нежный
К *** (Я помню чудное мгновенье…),И снились милые черты.
К *** (Я помню чудное мгновенье…),Шли годы. Бурь порыв мятежный
К *** (Я помню чудное мгновенье…),"Рассеял прежние мечты,"
К *** (Я помню чудное мгновенье…),"И я забыл твой голос нежный,"
К *** (Я помню чудное мгновенье…),Твои небесные черты.
К *** (Я помню чудное мгновенье…),"В глуши, во мраке заточенья"
К *** (Я помню чудное мгновенье…),Тянулись тихо дни мои
К *** (Я помню чудное мгновенье…),"Без божества, без вдохновенья,"
К *** (Я помню чудное мгновенье…),"Без слез, без жизни, без любви."
К *** (Я помню чудное мгновенье…),Душе настало пробужденье:
К *** (Я помню чудное мгновенье…),"И вот опять явилась ты,"
К *** (Я помню чудное мгновенье…),"Как мимолетное виденье,"
К *** (Я помню чудное мгновенье…),Как гений чистой красоты.
К *** (Я помню чудное мгновенье…),"И сердце бьется в упоенье,"
К *** (Я помню чудное мгновенье…),И для него воскресли вновь
К *** (Я помню чудное мгновенье…),"И божество, и вдохновенье,"
К *** (Я помню чудное мгновенье…),"И жизнь, и слезы, и любовь."
Заздравный кубок,Кубок янтарный
Заздравный кубок,Пеной угарной
Заздравный кубок,Блещет вино.
Заздравный кубок,Света дороже
Заздравный кубок,Сердцу оно;
Заздравный кубок,Но за кого же
Заздравный кубок,Выпыо вино?
Заздравный кубок,Здравие славы
Заздравный кубок,Выпью ли я?
Заздравный кубок,Бранной забавы
Заздравный кубок,Мы не друзья.
Заздравный кубок,Это веселье
Заздравный кубок,"Не веселит,"
Заздравный кубок,Дружбы похмелье
Заздравный кубок,Грома бежит.
Заздравный кубок,"Жители неба,"
Заздравный кубок,Феба жрецы!
Заздравный кубок,Здравие Феба
Заздравный кубок,"Пейте, певцы!"
Заздравный кубок,Резвой камены
Заздравный кубок,Ток Иппокрены
Заздравный кубок,Просто вода.
Заздравный кубок,Пейте за радость
Заздравный кубок,"Скроется младость,"
Заздравный кубок,Дети мои&#8230;
Заздравный кубок,Кубок янтарный
Заздравный кубок,Полон давно.
Заздравный кубок,Пью за вино.
"Тошней идиллии и холодней, чем ода…","Тошней идиллии и холодней, чем ода,"
"Тошней идиллии и холодней, чем ода…","Как страшно над тобой забавилась природа,"
"Тошней идиллии и холодней, чем ода…",Когда готовила на свет.
"Тошней идиллии и холодней, чем ода…","Боишься ты людей, как черного недуга,"
"Тошней идиллии и холодней, чем ода…",О жалкий образец уродливой мечты!
"Тошней идиллии и холодней, чем ода…","Утешься, злой глупец! иметь не будешь ты"
"Тошней идиллии и холодней, чем ода…","Ввек ни любовницы, ни друга."
Бог веселый винограда…,Бог веселый винограда
Бог веселый винограда…,Позволяет нам три чаши
Бог веселый винограда…,Выпивать в пиру вечернем.
Бог веселый винограда…,"Первую во имя граций,"
Бог веселый винограда…,"Обнаженных и стыдливых,"
Бог веселый винограда…,Посвящается вторая
Бог веселый винограда…,"Краснощекому здоровью,"
Бог веселый винограда…,Третья дружбе многолетной.
Бог веселый винограда…,Мудрый после третьей чаши
Бог веселый винограда…,Все венки с главы слагает
Бог веселый винограда…,И творит уж возлиянья
Бог веселый винограда…,Благодатному Морфею.
За старые грехи наказанный судьбой…,"За старые грехи наказанный судьбой,"
За старые грехи наказанный судьбой…,"Я стражду восемь дней, с лекарствами в желудке,"
"Записка к Жуковскому (Штабс-капитану, Гете, Грею…)","Штабс-капитану, Гете, Грею,"
"Записка к Жуковскому (Штабс-капитану, Гете, Грею…)","Томсону, Шиллеру привет!"
"Записка к Жуковскому (Штабс-капитану, Гете, Грею…)","Им поклониться честь имею,"
"Записка к Жуковскому (Штабс-капитану, Гете, Грею…)","Но сердцем истинно жалею,"
"Записка к Жуковскому (Штабс-капитану, Гете, Грею…)",Что никогда их дома нет.
Шумит кустарник… На утес…,Шумит кустарник&#8230; На утес
Шумит кустарник… На утес…,"Олень веселый выбегает,"
Шумит кустарник… На утес…,Пугливо он подножный лес
Шумит кустарник… На утес…,"С вершины острой озирает,"
Шумит кустарник… На утес…,"Глядит на светлые луга,"
Шумит кустарник… На утес…,Глядит на синий свод небесный
Шумит кустарник… На утес…,"И на днепровские брега,"
Шумит кустарник… На утес…,Венчанны чащею древесной.
Шумит кустарник… На утес…,"Недвижим, строен он стоит"
Шумит кустарник… На утес…,И чутким ухом шевелит&#8230;
Шумит кустарник… На утес…,Он шею вытянул и вдруг
Пробуждение,"Мечты, мечты,"
Пробуждение,Где ваша сладость?
Пробуждение,"Где ты, где ты,"
Пробуждение,Ночная радость?
Пробуждение,"Исчезнул он,"
Пробуждение,"Веселый сон,"
Пробуждение,И одинокий
Пробуждение,Во тьме глубокой
Пробуждение,Я пробужден.
Пробуждение,Кругом постели
Пробуждение,Немая ночь.
Пробуждение,"Вмиг охладели,"
Пробуждение,Вмиг улетели
Пробуждение,Толпою прочь
Пробуждение,Любви мечтанья.
Пробуждение,Еще полна
Пробуждение,Душа желанья
Пробуждение,И ловит сна
Пробуждение,Воспоминанья.
Пробуждение,"Любовь, любовь,"
Пробуждение,Внемли моленья:
Пробуждение,Пошли мне вновь
Пробуждение,"Свои виденья,"
Пробуждение,"И поутру,"
Пробуждение,"Вновь упоенный,"
Пробуждение,Пускай умру
Пробуждение,Непробужденный.
Подражание италиянскому,"Как с древа сорвался предатель ученик,"
Подражание италиянскому,"Диявол прилетел, к лицу его приник,"
Подражание италиянскому,"Дхнул жизнь в него, взвился с своей"
Подражание италиянскому,добычей смрадной
Подражание италиянскому,И бросил труп живой в гортань геенны
Подражание италиянскому,гладной&#8230;
Подражание италиянскому,"Там бесы, радуясь и плеща, на рога"
Подражание италиянскому,Прияли с хохотом всемирного врага
Подражание италиянскому,"И шумно понесли к проклятому владыке,"
Подражание италиянскому,"И сатана, привстав, с веселием на лике"
Подражание италиянскому,"Лобзанием своим насквозь прожег уста,"
Подражание италиянскому,В предательскую ночь лобзавшие Христа.
Чем чаще празднует Лицей…,Чем чаще празднует Лицей
Чем чаще празднует Лицей…,"Свою святую годовщину,"
Чем чаще празднует Лицей…,Тем робче старый круг друзей
Чем чаще празднует Лицей…,"В семью стесняется едину,"
Чем чаще празднует Лицей…,Тем реже он; тем праздник наш
Чем чаще празднует Лицей…,В своем веселии мрачнее;
Чем чаще празднует Лицей…,Тем глуше звон заздравных чаш
Чем чаще празднует Лицей…,И наши песни тем грустнее.
Чем чаще празднует Лицей…,Так дуновенья бурь земных
Чем чаще празднует Лицей…,"И нас нечаянно касались,"
Чем чаще празднует Лицей…,И мы средь пиршеств молодых
Чем чаще празднует Лицей…,Душою часто омрачались;
Чем чаще празднует Лицей…,Мы возмужали; рок судил
Чем чаще празднует Лицей…,"И нам житейски испытанья,"
Чем чаще празднует Лицей…,И смерти дух средь нас ходил
Чем чаще празднует Лицей…,И назначал свои закланья.
Чем чаще празднует Лицей…,"Шесть мест упраздненных стоят,"
Чем чаще празднует Лицей…,"Шести друзей не узрим боле,"
Чем чаще празднует Лицей…,"Кто здесь, кто там на ратном поле,"
Чем чаще празднует Лицей…,"Кто дома, кто в земле чужой,"
Чем чаще празднует Лицей…,"Кого недуг, кого печали"
Чем чаще празднует Лицей…,"Свели во мрак земли сырой,"
Чем чаще празднует Лицей…,И надо всеми мы рыдали.
Чем чаще празднует Лицей…,"И мнится, очередь за мной,"
Чем чаще празднует Лицей…,"Зовет меня мой Дельвиг милый,"
Чем чаще празднует Лицей…,"Товарищ юности живой,"
Чем чаще празднует Лицей…,"Товарищ юности унылой,"
Чем чаще празднует Лицей…,"Товарищ песен молодых,"
Чем чаще празднует Лицей…,"Пиров и чистых помышлений,"
Чем чаще празднует Лицей…,"Туда, в толпу теней родных"
Чем чаще празднует Лицей…,Навек от нас утекший гений.
Чем чаще празднует Лицей…,"Тесней, о милые друзья,"
Чем чаще празднует Лицей…,"Тесней наш верный круг составим,"
Чем чаще празднует Лицей…,"Почившим песнь окончил я,"
Чем чаще празднует Лицей…,"Живых надеждою поздравим,"
Чем чаще празднует Лицей…,Надеждой некогда опять
Чем чаще празднует Лицей…,"В пиру лицейском очутиться,"
Чем чаще празднует Лицей…,Всех остальных еще обнять
Чем чаще празднует Лицей…,И новых жертв уж не страшиться.
"К Жуковскому (Благослови, поэт!.. В тиши парнасской сени…)","Благослови, поэт!.. В тиши парнасской сени"
"К Жуковскому (Благослови, поэт!.. В тиши парнасской сени…)",Я с трепетом склонил пред музами колени.
